Register Output,Fraction,Guess for r,guess1,guess2
0000010101000000(bin) = 1344(dec),1/49,49,5,1
0000010101000001(bin) = 1345(dec),1/49,49,5,1
0000010101000010(bin) = 1346(dec),1/49,49,5,1
0000010101000011(bin) = 1347(dec),1/49,49,5,1
0000010101000100(bin) = 1348(dec),1/49,49,5,1
0000010101000101(bin) = 1349(dec),1/49,49,5,1
0000010101000110(bin) = 1350(dec),1/49,49,5,1
0000010101000111(bin) = 1351(dec),1/49,49,5,1
0000010101001000(bin) = 1352(dec),1/48,48,5,1
0000010101001001(bin) = 1353(dec),1/48,48,5,1
0000010101001010(bin) = 1354(dec),1/48,48,5,1
0000010101001011(bin) = 1355(dec),1/48,48,5,1
0000010101001100(bin) = 1356(dec),1/48,48,5,1
0000010101001101(bin) = 1357(dec),1/48,48,5,1
0000010101001110(bin) = 1358(dec),1/48,48,5,1
0000010101001111(bin) = 1359(dec),1/48,48,5,1
0000010101010000(bin) = 1360(dec),1/48,48,5,1
0000010101010001(bin) = 1361(dec),1/48,48,5,1
0000010101010010(bin) = 1362(dec),1/48,48,5,1
0000010101010011(bin) = 1363(dec),1/48,48,5,1
0000010101010100(bin) = 1364(dec),1/48,48,5,1
0000010101010101(bin) = 1365(dec),1/48,48,5,1
0000010101010110(bin) = 1366(dec),1/48,48,5,1
0000010101010111(bin) = 1367(dec),1/48,48,5,1
0000010101011000(bin) = 1368(dec),1/48,48,5,1
0000010101011001(bin) = 1369(dec),1/48,48,5,1
0000010101011010(bin) = 1370(dec),1/48,48,5,1
0000010101011011(bin) = 1371(dec),1/48,48,5,1
0000010101011100(bin) = 1372(dec),1/48,48,5,1
0000010101011101(bin) = 1373(dec),1/48,48,5,1
0000010101011110(bin) = 1374(dec),1/48,48,5,1
0000010101011111(bin) = 1375(dec),1/48,48,5,1
0000010101100000(bin) = 1376(dec),1/48,48,5,1
0000010101100001(bin) = 1377(dec),1/48,48,5,1
0000010101100010(bin) = 1378(dec),1/48,48,5,1
0000010101100011(bin) = 1379(dec),1/48,48,5,1
0000010110100001(bin) = 1441(dec),1/45,45,1,5
0000010110100010(bin) = 1442(dec),1/45,45,1,5
0000010110100011(bin) = 1443(dec),1/45,45,1,5
0000010110100100(bin) = 1444(dec),1/45,45,1,5
0000010110100101(bin) = 1445(dec),1/45,45,1,5
0000010110100110(bin) = 1446(dec),1/45,45,1,5
0000010110100111(bin) = 1447(dec),1/45,45,1,5
0000010110101000(bin) = 1448(dec),1/45,45,1,5
0000010110101001(bin) = 1449(dec),1/45,45,1,5
0000010110101010(bin) = 1450(dec),1/45,45,1,5
0000010110101011(bin) = 1451(dec),1/45,45,1,5
0000010110101100(bin) = 1452(dec),1/45,45,1,5
0000010110101101(bin) = 1453(dec),1/45,45,1,5
0000010110101110(bin) = 1454(dec),1/45,45,1,5
0000010110101111(bin) = 1455(dec),1/45,45,1,5
0000010110110000(bin) = 1456(dec),1/45,45,1,5
0000010110110001(bin) = 1457(dec),1/45,45,1,5
0000010110110010(bin) = 1458(dec),1/45,45,1,5
0000010110110011(bin) = 1459(dec),1/45,45,1,5
0000010110110100(bin) = 1460(dec),1/45,45,1,5
0000010110110101(bin) = 1461(dec),1/45,45,1,5
0000010110110110(bin) = 1462(dec),1/45,45,1,5
0000010110110111(bin) = 1463(dec),1/45,45,1,5
0000010110111000(bin) = 1464(dec),1/45,45,1,5
0000010110111001(bin) = 1465(dec),1/45,45,1,5
0000010110111010(bin) = 1466(dec),1/45,45,1,5
0000010110111011(bin) = 1467(dec),1/45,45,1,5
0000010110111100(bin) = 1468(dec),1/45,45,1,5
0000010110111101(bin) = 1469(dec),1/45,45,1,5
0000010110111110(bin) = 1470(dec),1/45,45,1,5
0000010110111111(bin) = 1471(dec),1/45,45,1,5
0000010111000000(bin) = 1472(dec),1/45,45,1,5
0000010111000001(bin) = 1473(dec),1/44,44,1,5
0000010111000010(bin) = 1474(dec),1/44,44,1,5
0000010111000011(bin) = 1475(dec),1/44,44,1,5
0000010111000100(bin) = 1476(dec),1/44,44,1,5
0000010111000101(bin) = 1477(dec),1/44,44,1,5
0000010111000110(bin) = 1478(dec),1/44,44,1,5
0000010111000111(bin) = 1479(dec),1/44,44,1,5
0000010111001000(bin) = 1480(dec),1/44,44,1,5
0000010111001001(bin) = 1481(dec),1/44,44,1,5
0000010111001010(bin) = 1482(dec),1/44,44,1,5
0000010111001011(bin) = 1483(dec),1/44,44,1,5
0000010111001100(bin) = 1484(dec),1/44,44,1,5
0000010111001101(bin) = 1485(dec),1/44,44,1,5
0000010111001110(bin) = 1486(dec),1/44,44,1,5
0000010111001111(bin) = 1487(dec),1/44,44,1,5
0000010111010000(bin) = 1488(dec),1/44,44,1,5
0000010111010001(bin) = 1489(dec),1/44,44,1,5
0000010111010010(bin) = 1490(dec),1/44,44,1,5
0000010111010011(bin) = 1491(dec),1/44,44,1,5
0000010111010100(bin) = 1492(dec),1/44,44,1,5
0000010111010101(bin) = 1493(dec),1/44,44,1,5
0000010111010110(bin) = 1494(dec),1/44,44,1,5
0000010111010111(bin) = 1495(dec),1/44,44,1,5
0000010111011000(bin) = 1496(dec),1/44,44,1,5
0000010111011001(bin) = 1497(dec),1/44,44,1,5
0000010111011010(bin) = 1498(dec),1/44,44,1,5
0000010111011011(bin) = 1499(dec),1/44,44,1,5
0000010111011100(bin) = 1500(dec),1/44,44,1,5
0000010111011101(bin) = 1501(dec),1/44,44,1,5
0000010111011110(bin) = 1502(dec),1/44,44,1,5
0000010111011111(bin) = 1503(dec),1/44,44,1,5
0000010111100000(bin) = 1504(dec),1/44,44,1,5
0000010111100001(bin) = 1505(dec),1/44,44,1,5
0000010111100010(bin) = 1506(dec),1/44,44,1,5
0000011011010100(bin) = 1748(dec),1/37,37,1,5
0000011011010101(bin) = 1749(dec),1/37,37,1,5
0000011011010110(bin) = 1750(dec),1/37,37,1,5
0000011011010111(bin) = 1751(dec),1/37,37,1,5
0000011011011000(bin) = 1752(dec),1/37,37,1,5
0000011011011001(bin) = 1753(dec),1/37,37,1,5
0000011011011010(bin) = 1754(dec),1/37,37,1,5
0000011011011011(bin) = 1755(dec),1/37,37,1,5
0000011011011100(bin) = 1756(dec),1/37,37,1,5
0000011011011101(bin) = 1757(dec),1/37,37,1,5
0000011011011110(bin) = 1758(dec),1/37,37,1,5
0000011011011111(bin) = 1759(dec),1/37,37,1,5
0000011011100000(bin) = 1760(dec),1/37,37,1,5
0000011011100001(bin) = 1761(dec),1/37,37,1,5
0000011011100010(bin) = 1762(dec),1/37,37,1,5
0000011011100011(bin) = 1763(dec),1/37,37,1,5
0000011011100100(bin) = 1764(dec),1/37,37,1,5
0000011011100101(bin) = 1765(dec),1/37,37,1,5
0000011011100110(bin) = 1766(dec),1/37,37,1,5
0000011011100111(bin) = 1767(dec),1/37,37,1,5
0000011011101000(bin) = 1768(dec),1/37,37,1,5
0000011011101001(bin) = 1769(dec),1/37,37,1,5
0000011011101010(bin) = 1770(dec),1/37,37,1,5
0000011011101011(bin) = 1771(dec),1/37,37,1,5
0000011011101100(bin) = 1772(dec),1/37,37,1,5
0000011011101101(bin) = 1773(dec),1/37,37,1,5
0000011011101110(bin) = 1774(dec),1/37,37,1,5
0000011011101111(bin) = 1775(dec),1/37,37,1,5
0000011011110000(bin) = 1776(dec),1/37,37,1,5
0000011011110001(bin) = 1777(dec),1/37,37,1,5
0000011011110010(bin) = 1778(dec),1/37,37,1,5
0000011011110011(bin) = 1779(dec),1/37,37,1,5
0000011011110100(bin) = 1780(dec),1/37,37,1,5
0000011011110101(bin) = 1781(dec),1/37,37,1,5
0000011011110110(bin) = 1782(dec),1/37,37,1,5
0000011011110111(bin) = 1783(dec),1/37,37,1,5
0000011011111000(bin) = 1784(dec),1/37,37,1,5
0000011011111001(bin) = 1785(dec),1/37,37,1,5
0000011011111010(bin) = 1786(dec),1/37,37,1,5
0000011011111011(bin) = 1787(dec),1/37,37,1,5
0000011011111100(bin) = 1788(dec),1/37,37,1,5
0000011011111101(bin) = 1789(dec),1/37,37,1,5
0000011011111110(bin) = 1790(dec),1/37,37,1,5
0000011011111111(bin) = 1791(dec),1/37,37,1,5
0000011100000000(bin) = 1792(dec),1/37,37,1,5
0000011100000001(bin) = 1793(dec),1/37,37,1,5
0000011100000010(bin) = 1794(dec),1/37,37,1,5
0000011100000011(bin) = 1795(dec),1/37,37,1,5
0000011100000100(bin) = 1796(dec),1/36,36,1,5
0000011100000101(bin) = 1797(dec),1/36,36,1,5
0000011100000110(bin) = 1798(dec),1/36,36,1,5
0000011100000111(bin) = 1799(dec),1/36,36,1,5
0000011100001000(bin) = 1800(dec),1/36,36,1,5
0000011100001001(bin) = 1801(dec),1/36,36,1,5
0000011100001010(bin) = 1802(dec),1/36,36,1,5
0000011100001011(bin) = 1803(dec),1/36,36,1,5
0000011100001100(bin) = 1804(dec),1/36,36,1,5
0000011100001101(bin) = 1805(dec),1/36,36,1,5
0000011100001110(bin) = 1806(dec),1/36,36,1,5
0000011100001111(bin) = 1807(dec),1/36,36,1,5
0000011100010000(bin) = 1808(dec),1/36,36,1,5
0000011100010001(bin) = 1809(dec),1/36,36,1,5
0000011100010010(bin) = 1810(dec),1/36,36,1,5
0000011100010011(bin) = 1811(dec),1/36,36,1,5
0000011100010100(bin) = 1812(dec),1/36,36,1,5
0000011100010101(bin) = 1813(dec),1/36,36,1,5
0000011100010110(bin) = 1814(dec),1/36,36,1,5
0000011100010111(bin) = 1815(dec),1/36,36,1,5
0000011100011000(bin) = 1816(dec),1/36,36,1,5
0000011100011001(bin) = 1817(dec),1/36,36,1,5
0000011100011010(bin) = 1818(dec),1/36,36,1,5
0000011100011011(bin) = 1819(dec),1/36,36,1,5
0000011100011100(bin) = 1820(dec),1/36,36,1,5
0000011100011101(bin) = 1821(dec),1/36,36,1,5
0000011100011110(bin) = 1822(dec),1/36,36,1,5
0000011100011111(bin) = 1823(dec),1/36,36,1,5
0000011100100000(bin) = 1824(dec),1/36,36,1,5
0000011100100001(bin) = 1825(dec),1/36,36,1,5
0000011100100010(bin) = 1826(dec),1/36,36,1,5
0000011100100011(bin) = 1827(dec),1/36,36,1,5
0000011100100100(bin) = 1828(dec),1/36,36,1,5
0000011100100101(bin) = 1829(dec),1/36,36,1,5
0000011100100110(bin) = 1830(dec),1/36,36,1,5
0000011100100111(bin) = 1831(dec),1/36,36,1,5
0000011100101000(bin) = 1832(dec),1/36,36,1,5
0000011100101001(bin) = 1833(dec),1/36,36,1,5
0000011100101010(bin) = 1834(dec),1/36,36,1,5
0000011100101011(bin) = 1835(dec),1/36,36,1,5
0000011100101100(bin) = 1836(dec),1/36,36,1,5
0000011100101101(bin) = 1837(dec),1/36,36,1,5
0000011100101110(bin) = 1838(dec),1/36,36,1,5
0000011100101111(bin) = 1839(dec),1/36,36,1,5
0000011100110000(bin) = 1840(dec),1/36,36,1,5
0000011100110001(bin) = 1841(dec),1/36,36,1,5
0000011100110010(bin) = 1842(dec),1/36,36,1,5
0000011100110011(bin) = 1843(dec),1/36,36,1,5
0000011100110100(bin) = 1844(dec),1/36,36,1,5
0000011100110101(bin) = 1845(dec),1/36,36,1,5
0000011100110110(bin) = 1846(dec),1/36,36,1,5
0000011110100101(bin) = 1957(dec),1/33,33,5,1
0000011110100110(bin) = 1958(dec),1/33,33,5,1
0000011110100111(bin) = 1959(dec),1/33,33,5,1
0000011110101000(bin) = 1960(dec),1/33,33,5,1
0000011110101001(bin) = 1961(dec),1/33,33,5,1
0000011110101010(bin) = 1962(dec),1/33,33,5,1
0000011110101011(bin) = 1963(dec),1/33,33,5,1
0000011110101100(bin) = 1964(dec),1/33,33,5,1
0000011110101101(bin) = 1965(dec),1/33,33,5,1
0000011110101110(bin) = 1966(dec),1/33,33,5,1
0000011110101111(bin) = 1967(dec),1/33,33,5,1
0000011110110000(bin) = 1968(dec),1/33,33,5,1
0000011110110001(bin) = 1969(dec),1/33,33,5,1
0000011110110010(bin) = 1970(dec),1/33,33,5,1
0000011110110011(bin) = 1971(dec),1/33,33,5,1
0000011110110100(bin) = 1972(dec),1/33,33,5,1
0000011110110101(bin) = 1973(dec),1/33,33,5,1
0000011110110110(bin) = 1974(dec),1/33,33,5,1
0000011110110111(bin) = 1975(dec),1/33,33,5,1
0000011110111000(bin) = 1976(dec),1/33,33,5,1
0000011110111001(bin) = 1977(dec),1/33,33,5,1
0000011110111010(bin) = 1978(dec),1/33,33,5,1
0000011110111011(bin) = 1979(dec),1/33,33,5,1
0000011110111100(bin) = 1980(dec),1/33,33,5,1
0000011110111101(bin) = 1981(dec),1/33,33,5,1
0000011110111110(bin) = 1982(dec),1/33,33,5,1
0000011110111111(bin) = 1983(dec),1/33,33,5,1
0000011111000000(bin) = 1984(dec),1/33,33,5,1
0000011111000001(bin) = 1985(dec),1/33,33,5,1
0000011111000010(bin) = 1986(dec),1/33,33,5,1
0000011111000011(bin) = 1987(dec),1/33,33,5,1
0000011111000100(bin) = 1988(dec),1/33,33,5,1
0000011111000101(bin) = 1989(dec),1/33,33,5,1
0000011111000110(bin) = 1990(dec),1/33,33,5,1
0000011111000111(bin) = 1991(dec),1/33,33,5,1
0000011111001000(bin) = 1992(dec),1/33,33,5,1
0000011111001001(bin) = 1993(dec),1/33,33,5,1
0000011111001010(bin) = 1994(dec),1/33,33,5,1
0000011111001011(bin) = 1995(dec),1/33,33,5,1
0000011111001100(bin) = 1996(dec),1/33,33,5,1
0000011111001101(bin) = 1997(dec),1/33,33,5,1
0000011111001110(bin) = 1998(dec),1/33,33,5,1
0000011111001111(bin) = 1999(dec),1/33,33,5,1
0000011111010000(bin) = 2000(dec),1/33,33,5,1
0000011111010001(bin) = 2001(dec),1/33,33,5,1
0000011111010010(bin) = 2002(dec),1/33,33,5,1
0000011111010011(bin) = 2003(dec),1/33,33,5,1
0000011111010100(bin) = 2004(dec),1/33,33,5,1
0000011111010101(bin) = 2005(dec),1/33,33,5,1
0000011111010110(bin) = 2006(dec),1/33,33,5,1
0000011111010111(bin) = 2007(dec),1/33,33,5,1
0000011111011000(bin) = 2008(dec),1/33,33,5,1
0000011111011001(bin) = 2009(dec),1/33,33,5,1
0000011111011010(bin) = 2010(dec),1/33,33,5,1
0000011111011011(bin) = 2011(dec),1/33,33,5,1
0000011111011100(bin) = 2012(dec),1/33,33,5,1
0000011111011101(bin) = 2013(dec),1/33,33,5,1
0000011111011110(bin) = 2014(dec),1/33,33,5,1
0000011111011111(bin) = 2015(dec),1/33,33,5,1
0000011111100000(bin) = 2016(dec),1/33,33,5,1
0000011111100001(bin) = 2017(dec),1/32,32,5,1
0000011111100010(bin) = 2018(dec),1/32,32,5,1
0000011111100011(bin) = 2019(dec),1/32,32,5,1
0000011111100100(bin) = 2020(dec),1/32,32,5,1
0000011111100101(bin) = 2021(dec),1/32,32,5,1
0000011111100110(bin) = 2022(dec),1/32,32,5,1
0000011111100111(bin) = 2023(dec),1/32,32,5,1
0000011111101000(bin) = 2024(dec),1/32,32,5,1
0000011111101001(bin) = 2025(dec),1/32,32,5,1
0000011111101010(bin) = 2026(dec),1/32,32,5,1
0000011111101011(bin) = 2027(dec),1/32,32,5,1
0000011111101100(bin) = 2028(dec),1/32,32,5,1
0000011111101101(bin) = 2029(dec),1/32,32,5,1
0000011111101110(bin) = 2030(dec),1/32,32,5,1
0000011111101111(bin) = 2031(dec),1/32,32,5,1
0000011111110000(bin) = 2032(dec),1/32,32,5,1
0000011111110001(bin) = 2033(dec),1/32,32,5,1
0000011111110010(bin) = 2034(dec),1/32,32,5,1
0000011111110011(bin) = 2035(dec),1/32,32,5,1
0000011111110100(bin) = 2036(dec),1/32,32,5,1
0000011111110101(bin) = 2037(dec),1/32,32,5,1
0000011111110110(bin) = 2038(dec),1/32,32,5,1
0000011111110111(bin) = 2039(dec),1/32,32,5,1
0000011111111000(bin) = 2040(dec),1/32,32,5,1
0000011111111001(bin) = 2041(dec),1/32,32,5,1
0000011111111010(bin) = 2042(dec),1/32,32,5,1
0000011111111011(bin) = 2043(dec),1/32,32,5,1
0000011111111100(bin) = 2044(dec),1/32,32,5,1
0000011111111101(bin) = 2045(dec),1/32,32,5,1
0000011111111110(bin) = 2046(dec),1/32,32,5,1
0000011111111111(bin) = 2047(dec),1/32,32,5,1
0000100000000000(bin) = 2048(dec),1/32,32,5,1
0000100000000001(bin) = 2049(dec),1/32,32,5,1
0000100000000010(bin) = 2050(dec),1/32,32,5,1
0000100000000011(bin) = 2051(dec),1/32,32,5,1
0000100000000100(bin) = 2052(dec),1/32,32,5,1
0000100000000101(bin) = 2053(dec),1/32,32,5,1
0000100000000110(bin) = 2054(dec),1/32,32,5,1
0000100000000111(bin) = 2055(dec),1/32,32,5,1
0000100000001000(bin) = 2056(dec),1/32,32,5,1
0000100000001001(bin) = 2057(dec),1/32,32,5,1
0000100000001010(bin) = 2058(dec),1/32,32,5,1
0000100000001011(bin) = 2059(dec),1/32,32,5,1
0000100000001100(bin) = 2060(dec),1/32,32,5,1
0000100000001101(bin) = 2061(dec),1/32,32,5,1
0000100000001110(bin) = 2062(dec),1/32,32,5,1
0000100000001111(bin) = 2063(dec),1/32,32,5,1
0000100000010000(bin) = 2064(dec),1/32,32,5,1
0000100000010001(bin) = 2065(dec),1/32,32,5,1
0000100000010010(bin) = 2066(dec),1/32,32,5,1
0000100000010011(bin) = 2067(dec),1/32,32,5,1
0000100000010100(bin) = 2068(dec),1/32,32,5,1
0000100000010101(bin) = 2069(dec),1/32,32,5,1
0000100000010110(bin) = 2070(dec),1/32,32,5,1
0000100000010111(bin) = 2071(dec),1/32,32,5,1
0000100000011000(bin) = 2072(dec),1/32,32,5,1
0000100000011001(bin) = 2073(dec),1/32,32,5,1
0000100000011010(bin) = 2074(dec),1/32,32,5,1
0000100000011011(bin) = 2075(dec),1/32,32,5,1
0000100000011100(bin) = 2076(dec),1/32,32,5,1
0000100000011101(bin) = 2077(dec),1/32,32,5,1
0000100000011110(bin) = 2078(dec),1/32,32,5,1
0000100000011111(bin) = 2079(dec),1/32,32,5,1
0000100000100000(bin) = 2080(dec),1/32,32,5,1
0000100000100001(bin) = 2081(dec),1/32,32,5,1
0000100000100010(bin) = 2082(dec),1/31,31,1,11
0000100000100011(bin) = 2083(dec),1/31,31,1,11
0000100000100100(bin) = 2084(dec),1/31,31,1,11
0000100000100101(bin) = 2085(dec),1/31,31,1,11
0000100000100110(bin) = 2086(dec),1/31,31,1,11
0000100000100111(bin) = 2087(dec),1/31,31,1,11
0000100000101000(bin) = 2088(dec),1/31,31,1,11
0000100000101001(bin) = 2089(dec),1/31,31,1,11
0000100000101010(bin) = 2090(dec),1/31,31,1,11
0000100000101011(bin) = 2091(dec),1/31,31,1,11
0000100000101100(bin) = 2092(dec),1/31,31,1,11
0000100000101101(bin) = 2093(dec),1/31,31,1,11
0000100000101110(bin) = 2094(dec),1/31,31,1,11
0000100000101111(bin) = 2095(dec),1/31,31,1,11
0000100000110000(bin) = 2096(dec),1/31,31,1,11
0000100000110001(bin) = 2097(dec),1/31,31,1,11
0000100000110010(bin) = 2098(dec),1/31,31,1,11
0000100000110011(bin) = 2099(dec),1/31,31,1,11
0000100000110100(bin) = 2100(dec),1/31,31,1,11
0000100000110101(bin) = 2101(dec),1/31,31,1,11
0000100000110110(bin) = 2102(dec),1/31,31,1,11
0000100000110111(bin) = 2103(dec),1/31,31,1,11
0000100000111000(bin) = 2104(dec),1/31,31,1,11
0000100000111001(bin) = 2105(dec),1/31,31,1,11
0000100000111010(bin) = 2106(dec),1/31,31,1,11
0000100000111011(bin) = 2107(dec),1/31,31,1,11
0000100000111100(bin) = 2108(dec),1/31,31,1,11
0000100000111101(bin) = 2109(dec),1/31,31,1,11
0000100000111110(bin) = 2110(dec),1/31,31,1,11
0000100000111111(bin) = 2111(dec),1/31,31,1,11
0000100001000000(bin) = 2112(dec),1/31,31,1,11
0000100001000001(bin) = 2113(dec),1/31,31,1,11
0000100001000010(bin) = 2114(dec),1/31,31,1,11
0000100001000011(bin) = 2115(dec),1/31,31,1,11
0000100001000100(bin) = 2116(dec),1/31,31,1,11
0000100001000101(bin) = 2117(dec),1/31,31,1,11
0000100001000110(bin) = 2118(dec),1/31,31,1,11
0000100001000111(bin) = 2119(dec),1/31,31,1,11
0000100001001000(bin) = 2120(dec),1/31,31,1,11
0000100001001001(bin) = 2121(dec),1/31,31,1,11
0000100001001010(bin) = 2122(dec),1/31,31,1,11
0000100001001011(bin) = 2123(dec),1/31,31,1,11
0000100001001100(bin) = 2124(dec),1/31,31,1,11
0000100001001101(bin) = 2125(dec),1/31,31,1,11
0000100001001110(bin) = 2126(dec),1/31,31,1,11
0000100001001111(bin) = 2127(dec),1/31,31,1,11
0000100001010000(bin) = 2128(dec),1/31,31,1,11
0000100001010001(bin) = 2129(dec),1/31,31,1,11
0000100001010010(bin) = 2130(dec),1/31,31,1,11
0000100001010011(bin) = 2131(dec),1/31,31,1,11
0000100001010100(bin) = 2132(dec),1/31,31,1,11
0000100001010101(bin) = 2133(dec),1/31,31,1,11
0000100001010110(bin) = 2134(dec),1/31,31,1,11
0000100001010111(bin) = 2135(dec),1/31,31,1,11
0000100001011000(bin) = 2136(dec),1/31,31,1,11
0000100001011001(bin) = 2137(dec),1/31,31,1,11
0000100001011010(bin) = 2138(dec),1/31,31,1,11
0000100001011011(bin) = 2139(dec),1/31,31,1,11
0000100001011100(bin) = 2140(dec),1/31,31,1,11
0000100001011101(bin) = 2141(dec),1/31,31,1,11
0000100001011110(bin) = 2142(dec),1/31,31,1,11
0000100001011111(bin) = 2143(dec),1/31,31,1,11
0000100001100000(bin) = 2144(dec),1/31,31,1,11
0000100001100001(bin) = 2145(dec),1/31,31,1,11
0000100001100010(bin) = 2146(dec),1/31,31,1,11
0000100001100011(bin) = 2147(dec),1/31,31,1,11
0000100001100100(bin) = 2148(dec),1/31,31,1,11
0000100001100101(bin) = 2149(dec),1/31,31,1,11
0000100001100110(bin) = 2150(dec),1/30,30,1,11
0000100001100111(bin) = 2151(dec),1/30,30,1,11
0000100001101000(bin) = 2152(dec),1/30,30,1,11
0000100001101001(bin) = 2153(dec),1/30,30,1,11
0000100001101010(bin) = 2154(dec),1/30,30,1,11
0000100001101011(bin) = 2155(dec),1/30,30,1,11
0000100001101100(bin) = 2156(dec),1/30,30,1,11
0000100001101101(bin) = 2157(dec),1/30,30,1,11
0000100001101110(bin) = 2158(dec),1/30,30,1,11
0000100001101111(bin) = 2159(dec),1/30,30,1,11
0000100001110000(bin) = 2160(dec),1/30,30,1,11
0000100001110001(bin) = 2161(dec),1/30,30,1,11
0000100001110010(bin) = 2162(dec),1/30,30,1,11
0000100001110011(bin) = 2163(dec),1/30,30,1,11
0000100001110100(bin) = 2164(dec),1/30,30,1,11
0000100001110101(bin) = 2165(dec),1/30,30,1,11
0000100001110110(bin) = 2166(dec),1/30,30,1,11
0000100001110111(bin) = 2167(dec),1/30,30,1,11
0000100001111000(bin) = 2168(dec),1/30,30,1,11
0000100001111001(bin) = 2169(dec),1/30,30,1,11
0000100001111010(bin) = 2170(dec),1/30,30,1,11
0000100001111011(bin) = 2171(dec),1/30,30,1,11
0000100001111100(bin) = 2172(dec),1/30,30,1,11
0000100001111101(bin) = 2173(dec),1/30,30,1,11
0000100001111110(bin) = 2174(dec),1/30,30,1,11
0000100001111111(bin) = 2175(dec),1/30,30,1,11
0000100010000000(bin) = 2176(dec),1/30,30,1,11
0000100010000001(bin) = 2177(dec),1/30,30,1,11
0000100010000010(bin) = 2178(dec),1/30,30,1,11
0000100010000011(bin) = 2179(dec),1/30,30,1,11
0000100010000100(bin) = 2180(dec),1/30,30,1,11
0000100010000101(bin) = 2181(dec),1/30,30,1,11
0000100010000110(bin) = 2182(dec),1/30,30,1,11
0000100010000111(bin) = 2183(dec),1/30,30,1,11
0000100010001000(bin) = 2184(dec),1/30,30,1,11
0000100010001001(bin) = 2185(dec),1/30,30,1,11
0000100010001010(bin) = 2186(dec),1/30,30,1,11
0000100010001011(bin) = 2187(dec),1/30,30,1,11
0000100010001100(bin) = 2188(dec),1/30,30,1,11
0000100010001101(bin) = 2189(dec),1/30,30,1,11
0000100010001110(bin) = 2190(dec),1/30,30,1,11
0000100010001111(bin) = 2191(dec),1/30,30,1,11
0000100010010000(bin) = 2192(dec),1/30,30,1,11
0000100010010001(bin) = 2193(dec),1/30,30,1,11
0000100010010010(bin) = 2194(dec),1/30,30,1,11
0000100010010011(bin) = 2195(dec),1/30,30,1,11
0000100010010100(bin) = 2196(dec),1/30,30,1,11
0000100010010101(bin) = 2197(dec),1/30,30,1,11
0000100010010110(bin) = 2198(dec),1/30,30,1,11
0000100010010111(bin) = 2199(dec),1/30,30,1,11
0000100010011000(bin) = 2200(dec),1/30,30,1,11
0000100010011001(bin) = 2201(dec),1/30,30,1,11
0000100010011010(bin) = 2202(dec),1/30,30,1,11
0000100010011011(bin) = 2203(dec),1/30,30,1,11
0000100010011100(bin) = 2204(dec),1/30,30,1,11
0000100010011101(bin) = 2205(dec),1/30,30,1,11
0000100010011110(bin) = 2206(dec),1/30,30,1,11
0000100010011111(bin) = 2207(dec),1/30,30,1,11
0000100010100000(bin) = 2208(dec),1/30,30,1,11
0000100010100001(bin) = 2209(dec),1/30,30,1,11
0000100010100010(bin) = 2210(dec),1/30,30,1,11
0000100010100011(bin) = 2211(dec),1/30,30,1,11
0000100010100100(bin) = 2212(dec),1/30,30,1,11
0000100010100101(bin) = 2213(dec),1/30,30,1,11
0000100010100110(bin) = 2214(dec),1/30,30,1,11
0000100010100111(bin) = 2215(dec),1/30,30,1,11
0000100010101000(bin) = 2216(dec),1/30,30,1,11
0000100010101001(bin) = 2217(dec),1/30,30,1,11
0000100010101010(bin) = 2218(dec),1/30,30,1,11
0000100010101011(bin) = 2219(dec),1/30,30,1,11
0000100010101100(bin) = 2220(dec),1/30,30,1,11
